business_id,date,stars,croissant,cake,cupcakes,cupcake,sandwich,wine,bread,toast,chocolate,salad,cheese,brunch,eggs,egg,chicken,donut,donuts,pastries,pastry,benedict,bacon,sandwiches,avocado,sourdough,cookie,fruit,croissants,salmon,butter,macarons,cream,burrito,turkey,strawberry,lobster,almond,caramel,blackberry,burger,blueberry,muffin,gourmet,sausage,cinnamon,grilled,raspberry,bagels,tomatoes,macaron,pasta,desserts,Steak,omelette,apple,soup,potatoes,brioche,danish,pie,biscuit,scones,tuna,brownie,tart
23OxrUaCvvVrwSa1z3xG-w,2013-07-25 13:58:19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2013-11-28 05:09:07,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2012-07-27 04:03:37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2017-02-02 16:43:40,4,,,,,0.44155,,,0.5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6808,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-05-03 15:45:41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-07-20 14:03:01,4,,,,,,,,,,,0.9274,,,,,,,,,,,,,,,,,,,,0.9274,,,,,,,,,,,,,0.4906333333333333,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2013-03-04 05:43:56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47550000000000003,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2017-03-23 12:45:17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8402,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,,0.6369,,,
ghLjxj4HoSHdflBEz2lIqA,2013-05-20 23:23:28,4,,,,,,,,,,0.4754,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-04-20 22:28:53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4927,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2015-06-02 00:21:29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2016-03-22 19:05:08,3,,,,,,,0.2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2016-10-20 16:10:48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2013-05-22 15:15:38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2017-06-02 17:13:17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2016-10-18 19:49:52,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2012-05-14 12:15:41,5,,,,,,,,,,,,,,,,,,0.5693666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3LZKA-tVFRJyPeKA3_2OA,2015-10-21 19:44:46,4,,,,,,,,,,0.5423,,,,,0.5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-05-18 18:24:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4767,,,,,,,,,,,,,,,,,,,,0.5859
23OxrUaCvvVrwSa1z3xG-w,2013-12-18 19:59:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2016-06-19 18:00:34,5,,,,,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2014-05-06 23:34:10,5,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2014-11-04 19:07:27,5,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2015-11-26 20:26:08,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-09-29 22:31:12,5,,0.5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2017-03-25 20:38:13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-10-17 17:54:37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2013-09-21 03:40:11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-08-15 19:38:02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-09-21 23:29:56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3182,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2013-11-25 19:06:22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2017-03-09 22:31:14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2010-06-16 19:24:32,4,,,,,,,,,,,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2014-12-08 03:34:45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2013-08-29 03:45:10,5,,,,,,,,,,,,,,,,,,,,,,,,,0.4976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-10-05 05:38:55,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2012-04-16 03:52:31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-11-02 19:18:15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5082,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-05-20 17:07:33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5859,,,,,,,,,,,,,,,,,,,,
M3LZKA-tVFRJyPeKA3_2OA,2015-05-06 22:35:23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2016-10-10 00:22:37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54125,,,,,
ghLjxj4HoSHdflBEz2lIqA,2018-01-18 20:59:31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2017-06-04 04:00:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2011-06-20 23:53:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-09-20 18:28:48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2017-04-25 02:31:19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2014-09-03 04:44:37,3,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-03-27 05:29:05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2012-09-24 01:36:56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2015-11-25 17:27:41,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-04-05 19:42:03,5,,,,,-0.2263,,0.6115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2263,,,,,,,,,,,,,,,,,,,,
M3LZKA-tVFRJyPeKA3_2OA,2016-09-04 19:55:33,5,,,,,,,,,0.5859,0.8176,,,,0.8176,,,,,,,,,,,,,,,,,,,,,,,0.5859,,,,,,,,,,,,,,,,,,,,,,,,,,0.4201,
ghLjxj4HoSHdflBEz2lIqA,2011-01-21 17:56:14,3,,,,,,,,,,0.36696666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2018-06-16 22:06:22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-08-01 15:21:23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8658,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2013-09-13 01:56:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2014-03-28 20:26:43,5,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2016-07-24 18:58:05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8495,,,,,,,,,,,,,0.8495,,,,,,,,,,,,,,,,,0.8495,,,
23OxrUaCvvVrwSa1z3xG-w,2015-08-01 00:13:18,5,,,,,,,,,,,,,0.5719,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6124,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-03-10 02:38:30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-11-28 17:54:54,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2015-01-02 05:34:18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-04-19 04:02:15,5,,,,,,,,,,,,,,,,,,,,,,,,,0.624,,,,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-09-18 16:28:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-11-09 19:52:44,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-10-23 16:38:28,5,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,,,0.5574,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2017-09-05 17:50:12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2017-07-06 19:21:59,1,,,,,,,,,,,-0.1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1027,,,,
ghLjxj4HoSHdflBEz2lIqA,2015-01-13 18:29:21,3,,,,,0.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-04-17 01:42:48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2014-06-09 17:46:14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2014-08-22 14:35:48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2013-07-01 10:19:51,4,,,,,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2013-03-17 17:16:03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2013-04-29 01:40:46,5,,,,,,,,,0.7096,,,,,,,,,,,,,,,,,0.4588,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-10-12 22:17:51,3,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3392,,,-0.05099999999999999,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-01-18 00:35:56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2012-12-28 08:08:02,4,-0.2263,,,,,,,,,,,,,,,,,-0.2263,,,,,,,,,-0.2263,,,,,,,,,-0.2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-10-30 17:18:44,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2007-11-27 16:22:51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2012-06-18 00:44:29,4,,0.3612,,,,,,,,,,,0.3612,0.42695000000000005,,,,,,,,,0.4927,,,,,,,,,,,,,,,,,,,,,0.4754,0.4927,,,,,,,,,,,,,,,,,,,
M3LZKA-tVFRJyPeKA3_2OA,2015-11-26 19:30:30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2016-09-15 17:01:01,5,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2013-10-21 04:24:39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2011-11-22 01:05:27,3,,,,,,,,,,,,,,,,,,,0.2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-02-12 15:42:03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2017-04-06 00:54:03,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2011-01-04 23:07:58,4,,0.5328999999999999,,,,,,,,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404
23OxrUaCvvVrwSa1z3xG-w,2018-12-12 16:50:01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5574,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2015-05-11 02:17:30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3612,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2019-06-30 22:58:12,4,,,,,0.03215000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2011-09-20 04:54:20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-09-20 22:40:02,1,,,,,,,,,,,,,,0.3818,,,,,,,,,-0.1027,-0.1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1027,,,,,
M3LZKA-tVFRJyPeKA3_2OA,2016-04-10 20:46:54,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2013-09-28 05:59:42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3612,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2019-01-09 19:51:59,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2012-02-10 05:11:38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0772,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-11-05 00:40:42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-10-13 20:47:48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2012-08-07 16:03:49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3875,,,,,,,,,,,,,,,,,0.4201,,,
ghLjxj4HoSHdflBEz2lIqA,2020-01-28 21:52:40,3,,,,,0.16790000000000005,,,,,-0.5267,,,,,,,,,,,,0.16790000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-05-06 22:05:51,5,,,,,,,,,,,0.5719,,,0.5719,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,0.5719,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-02-28 19:56:08,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2019-01-26 19:50:21,2,,,,,,,,0.2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2019-06-22 17:36:49,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2013-07-12 18:14:02,4,,,,,,,,,,0.5994,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-03-13 19:30:25,5,,,,,,,,,,,,,,,,,,,,,0.5574,,,,,0.0772,,,,,,,,,,,,,,,,,,0.7149,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-12-07 15:33:03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2012-10-25 00:08:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2019-05-21 17:48:12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2019-09-28 16:16:41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7kLn2XsFwyJ-yFn4qx40TQ,2019-11-13 02:58:29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2016-04-10 13:34:16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-06-10 02:41:37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,,,,,,,,,,,,,,,,,,,,0.5267,,,,,0.5267,,,,,
9YFeX5sbn785n31iR3I77Q,2018-09-09 02:49:11,5,,,,,,,,,,,,,,,,,,,,,,,,,0.5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2019-10-21 20:54:55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6093500000000001,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2020-04-09 19:12:19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2015-04-04 21:56:15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2018-10-05 17:22:43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7kLn2XsFwyJ-yFn4qx40TQ,2019-02-08 19:26:45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2014-07-05 20:39:47,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4168,,,,,,,,,,,,,,,,,,,,
7kLn2XsFwyJ-yFn4qx40TQ,2019-03-29 23:32:15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2013-03-15 22:05:33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-07-05 13:33:01,4,,,,,,,,,,,0.5574,,,,,,,,,,,,,,,,,,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7kLn2XsFwyJ-yFn4qx40TQ,2019-10-12 21:26:46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7kLn2XsFwyJ-yFn4qx40TQ,2020-11-13 20:31:11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4019,,,,,,,,
23OxrUaCvvVrwSa1z3xG-w,2018-01-21 02:49:31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7579,,,,,,,,,,,,,,,,,,,,,0.7579,,,
23OxrUaCvvVrwSa1z3xG-w,2020-07-04 19:56:08,5,,,,,,,,,,,,,,,,,,,,,-0.5994,,,,,,,,,,,,,,,,,,,,,,,-0.5994,,,,,,,,,,,,,,,,,-0.5994,,,
7kLn2XsFwyJ-yFn4qx40TQ,2019-03-01 00:34:02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8176,,,,,,,,
ghLjxj4HoSHdflBEz2lIqA,2018-02-05 06:06:46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
